AMB_TEMP,CO,NO,NO2,NOx,O3,PM10,WS_HR,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,PM2.5
14.2,0.62,5.6,23.8,29.4,24.1,48,1.2,0,71,3,167,158,0.7,16
13.4,0.44,2.3,19.9,22.2,24.9,50,0.8,0,75,2.8,140,151,0.9,15
12.7,0.47,2.5,20.1,22.6,19.1,39,0.9,0,78,2.7,142,129,0.4,13
12.2,0.44,3.1,18.3,21.4,17,37,0.7,0,80,2.6,148,163,0.7,12
11.9,0.56,5.8,23.7,29.6,11.1,35,0.5,0,81,2.6,148,134,0.4,13
11.6,0.75,11.8,33.6,45.5,3.7,48,0.3,0,82,3.1,121,128,0.4,21
11.3,0.47,2.3,19.8,22.1,11.6,36,0.6,0,82,1.9,136,136,1,11
11.4,0.27,0.8,3.5,4.4,27,24,1.3,0,80,1.7,163,142,0.5,9
11,0.27,0.7,5.7,6.5,22.1,29,0.8,0,80,1.7,141,150,1,10
10.7,0.31,1.9,9.1,11,15.7,32,0.5,0,81,1.7,131,112,0.4,11
10.4,0.35,2.3,12.9,15.3,14.2,19,0.7,0,82,1.7,140,146,0.7,10
10.6,0.39,4,12.2,16.3,18.3,19,1,0,79,1.6,146,135,0.8,9
11.1,1.06,39.3,25.7,65.1,8.4,32,0.5,0,78,2.6,137,155,0.6,18
13.2,0.62,14,16.4,30.4,19.2,21,0.8,0,70,2.3,161,170,0.7,10
15.7,0.36,15.9,10.8,26.7,27.2,24,0.8,0,63,2.2,168,358,0.6,6
18.8,0.37,7.2,13.9,21.1,35.6,21,1.2,0,54,1.9,122,130,2.5,8
20.1,0.25,2.8,5.4,8.2,46,24,1.6,0,47,1.6,111,123,1.9,8
20.9,0.24,2.5,5.2,7.8,48.3,23,1.7,0,42,1.5,118,119,2.3,4
21.4,0.22,3.1,5.5,8.7,48.6,23,2.3,0,43,1.4,137,147,3.3,5
21.5,0.24,2,5.6,7.7,48.4,27,2.2,0,45,1.5,124,124,2.9,6
20.9,0.26,2.2,7,9.3,45.9,23,2.3,0,47,1.5,128,124,2.8,8
19.6,0.33,2.5,11.4,13.9,42.4,23,2,0,52,1.5,121,130,2.8,10
18,0.27,1.2,6.1,7.4,47.2,22,3.4,0,58,1.5,136,140,3.7,8
17.4,0.31,1.2,7.7,9,45.8,23,2.8,0,61,1.5,132,132,2.2,7
17.3,0.33,1.3,10.4,11.7,41.4,23,2.1,0,61,1.5,126,131,1.8,8
17.1,0.46,2,19.4,21.5,31.2,23,1.2,0,61,1.6,127,134,1.2,12
16.6,0.67,3.1,28.9,32,20.3,23,0.4,0,63,1.8,128,315,0.4,13
15.8,1.09,20.3,44.3,64.6,6.7,21,0.1,0,68,2.4,164,157,0.5,14
15.4,1.03,24.5,37.8,62.3,9.2,26,0.7,0,69,2.6,147,101,0.5,9
14.2,1.08,31.4,37.2,68.7,5.5,22,0.4,0,76,2.9,119,139,0.5,11
13.7,0.43,2.2,15.9,18.1,15.1,19,0.5,0,75,1.4,168,164,0.7,9
12.7,0.29,1.5,9.3,10.8,19.6,13,0.3,0,77,1.1,186,175,0.4,7
13.1,0.22,1.8,5,6.9,23.7,14,1.2,0,75,0.9,167,156,1.3,5
13.1,0.28,2.1,6.5,8.7,19.7,12,1.4,0,73,0.7,166,147,1,9
12.7,0.4,3.7,10.9,14.7,15,10,0.8,0,75,0.8,146,93,0.4,5
12.4,0.46,11.1,15.3,26.4,11.3,18,1,0,78,1.2,147,149,1.9,5
12.8,1.08,44.1,22.4,66.5,8.6,20,0.6,0,77,1.9,140,149,0.8,9
14.4,1.1,49,27,76,9,19,0.4,0,73,2.5,114,139,0.5,11
22.2,0.69,5.3,28,33.4,73.1,34,1,0,42,1,321,353,1.5,21
23.2,0.58,3.2,20.8,24,84.1,32,1.2,0,35,1,331,327,1.1,15
23.5,0.58,3.4,25.1,28.5,75.4,34,1.3,0,33,1,332,336,2,22
22.7,0.5,5.1,26.7,31.9,48.2,33,1.4,0,49,2.9,350,359,1,14
21.1,0.55,4.3,28.1,32.5,42.3,35,1.1,0,59,2.2,49,35,1.4,20
19.2,0.66,2.6,37.2,39.8,38.3,43,0.6,0,67,2.5,22,71,0.5,26
18.1,0.98,5.5,50.2,55.8,22.7,49,0.2,0,72,2.6,54,171,0.7,29
17.1,1.02,14.3,39.6,54,9.5,28,0.7,0,75,1.8,172,162,0.5,20
16.2,0.83,12.7,32,44.8,7.8,35,0.6,0,78,1.6,171,181,0.6,19
15.7,0.67,6.8,25.3,32.2,12.2,20,0.7,0,80,1.5,161,155,1,15
15.5,0.43,3.5,16.5,20.1,17.5,13,0.7,0,81,1.2,151,156,0.4,12
15.1,0.79,13.7,32.6,46.3,4.3,22,0.5,0,82,1.4,129,129,0.4,12
14.9,0.7,11.8,27.9,39.8,7.3,17,0.4,0,83,1.8,140,141,0.7,11
14.7,0.47,4.5,20,24.6,10.1,11,0.5,0,84,1.5,135,150,0.4,12
14.8,0.27,1.6,8.7,10.3,18.1,9,0.5,0,84,1.3,171,169,0.4,7
14.9,0.23,1.4,7.5,8.9,18.9,17,0.5,0,83,1.1,197,196,0.7,8
15,0.28,1.6,10.1,11.8,17.3,12,0.3,0,83,1.1,200,206,0.4,10
15.3,0.42,1.3,9.2,10.5,21.3,13,0.4,0,81,1.5,147,120,0.5,10
16.1,0.46,1.9,15.5,17.4,23,22,0.6,0,77,1.1,111,139,2.1,10
17.4,0.41,3.3,16.9,20.2,27.1,17,0.6,0,72,1.2,100,103,0.7,10
18.9,0.42,5.3,14.2,19.5,30.6,20,0.9,0,69,1.2,108,83,1.8,8
20.6,0.26,3.2,8.5,11.7,39.8,19,1.9,0,61,1.1,76,82,2.4,9
21.7,0.24,3.2,6.6,9.8,44.8,20,2,0,54,1,79,84,2.6,5
22,0.25,2.7,6.6,9.4,46.7,22,2.1,0,49,0.9,74,92,2.3,4
22,0.28,2.7,7.1,9.9,47.5,24,1.8,0,51,0.9,53,72,2.6,8
21.7,0.24,2.3,5.8,8.2,50.3,22,2,0,52,0.8,36,57,3.2,8
20.6,0.38,2.2,8.5,10.8,54.2,55,2.3,0,61,1.5,41,40,4,19
18.2,0.51,1.9,11,13,53,67,1.7,0,72,1.5,26,12,2,39
17.1,0.51,1.4,13.2,14.7,50.5,76,1.4,0,76,1.5,34,22,2.2,39
16.5,0.47,1.4,12.4,13.9,47.6,73,0.9,0,78,0.9,39,90,1.5,38
16.5,0.4,1.4,10.3,11.7,48,93,1.3,0,74,0.7,71,55,1,41
16.1,0.36,1.5,10,11.5,44.1,81,1.4,0,75,0.8,89,82,2.4,31
15.5,0.32,1.4,9.4,10.8,43.8,83,1.2,0,78,0.8,101,140,1.2,36
15.4,0.32,1.3,10.3,11.7,42.6,74,0.5,0,78,0.6,82,112,0.6,35
15,0.3,1.3,10.1,11.4,41.5,46,0.6,0.2,81,0.6,91,63,1.4,22
14.5,0.25,1.2,7.8,9,43.6,41,1,0,81,0.7,69,85,1.4,20
14.3,0.23,0.9,5.3,6.2,44.2,34,0.8,0,82,1.5,82,75,1,17
14,0.22,1,6.1,7.1,41.1,28,0.3,0.2,84,1.7,122,193,0.5,16
14.1,0.22,0.7,5.2,6,42.5,33,0.5,0,84,1.7,101,87,1.1,11
14,0.19,0.8,4.2,5,43.8,27,0.5,0,82,1.5,112,117,0.6,8
14,0.18,0.9,3.4,4.3,44.6,32,0.6,0,79,1.7,68,136,0.7,12
14,0.19,0.8,3.6,4.4,43.4,28,0.6,0,77,1.8,90,111,1.3,14
13.8,0.21,0.6,4.8,5.5,43.1,25,0.9,0,77,1.5,83,92,1.7,17
13.6,0.24,1,8.1,9.1,39.1,27,0.6,0,79,1.7,70,59,1.2,14
13.5,0.27,1.1,10.7,11.8,37,34,0.6,0,78,1.5,67,30,0.9,16
13.7,0.33,1.9,14.9,16.8,32.6,41,0.7,0,78,1.5,99,112,0.8,19
13.8,0.31,2,13.1,15.1,34.8,39,0.6,0,76,1.7,75,56,0.9,16
13.8,0.33,1.7,13.5,15.3,34.8,36,0.6,0,74,1.8,67,83,0.9,19
13.5,0.31,1.9,12.5,14.4,35.2,34,0.8,0,75,1.6,75,102,1.1,14
13.6,0.29,2.3,12.3,14.7,35.6,27,1.2,0,74,1.9,100,106,2.3,14
13.5,0.29,2,12.8,14.9,35,31,0.9,0,74,1.5,88,64,1.9,15
13,0.31,2,12.9,14.9,34.7,28,1.1,0,77,1.5,86,78,1.4,17
12.8,0.35,2.1,12.8,14.9,33.4,24,0.9,0,78,1.2,74,92,0.8,15
12.6,0.4,2.4,18.8,21.3,28,26,0.7,0,81,1.4,99,115,0.8,11
12.8,0.42,2,15.8,17.8,32.8,30,0.9,0,79,1.3,90,77,1.2,20
12.7,0.39,1.8,12.8,14.7,38.1,34,1.1,0,78,1.3,97,108,1.3,23
12.5,0.37,1.5,11.6,13.1,38,35,0.7,0,79,1.2,61,106,0.9,19
12.5,0.34,1.1,10.5,11.6,40.3,41,0.8,0,78,1.2,107,96,1,21
12.8,0.3,1.3,6.7,8,45,36,1.1,0,73,1.1,119,121,1.1,16
13.1,0.28,1.2,5.2,6.4,47.1,42,1.1,0,71,1.1,115,120,0.9,18
13,0.26,0.9,3.9,4.8,48.3,47,1.7,0,71,1.3,141,139,1.7,18
13,0.24,1.1,2.9,4,48.1,42,1.7,0,70,1.6,141,140,1.8,20
12.9,0.23,1.2,1.6,2.8,47.1,41,2,0,71,1.5,141,138,1.9,23
13,0.23,1.2,1.9,3.1,46.1,43,1.1,0,70,1.6,142,143,2.1,18
13.1,0.22,1,1.6,2.6,45.5,48,2.1,0,70,1.5,141,138,1.7,22
13.3,0.23,1.1,1.7,2.8,44.5,49,1.7,0,69,1.5,141,143,1.3,20
13.5,0.31,1.9,11.7,13.7,35,47,0.6,0,69,1.5,117,113,0.7,19
13.7,0.51,3.9,21.6,25.6,26.6,51,0.7,0,68,1.8,115,140,1.6,24
14,0.39,2.6,13.2,15.8,35.7,47,1.5,0,66,1.9,131,132,2.1,18
14.4,0.31,3,13,16,36.5,42,1.5,0,65,1.7,112,123,2.1,18
14.9,0.29,3.3,10.8,14.2,39.6,45,1.8,0,63,1.8,94,105,2.5,17
15.4,0.28,3.1,8.5,11.7,42.9,43,2,0,60,1.7,95,78,2.9,12
15.7,0.28,2.9,6.8,9.7,45.2,44,2.3,0,58,1.7,86,91,2.9,14
15.8,0.27,2.4,7.3,9.8,45.6,47,2.5,0,58,1.7,83,76,2.8,18
15.6,0.26,2.6,8.4,11,44.8,46,3.1,0,61,1.7,85,84,3.3,18
15.3,0.28,2.7,10.2,13,43.6,41,2.7,0,62,1.7,80,82,2,14
15,0.33,2.7,13.8,16.5,39,39,2.1,0,63,1.7,110,125,3.1,16
14.7,0.27,1.7,9.5,11.2,43.2,31,3.1,0,64,1.7,125,129,3.5,11
14.6,0.27,1.6,8,9.7,45.6,29,3.2,0,65,1.7,125,125,3.8,12
14.6,0.26,1.5,6.1,7.7,47.5,27,3,0,64,1.7,125,127,2.1,11
14.4,0.26,1.5,7.1,8.7,46.1,28,2.5,0,66,1.6,125,125,3.6,13
14.4,0.26,1.5,7,8.5,44.6,26,2.1,0,67,1.5,124,132,1.3,12
14,0.31,1.7,13.1,14.8,37.5,22,1.1,0,69,1.6,86,82,1.6,8
13.7,0.3,1.4,11.7,13.2,35.7,18,1,0,70,1.7,115,124,1.1,9
13.8,0.28,1.4,7.6,9,40.8,30,1.3,0,70,1.5,114,116,1.4,8
14.3,0.17,0.9,3.2,4.1,44.6,12,1.7,0,67,1.6,122,126,3.1,6
14.9,0.15,0.9,2,2.9,45.9,16,2.2,0,63,1.6,124,124,2.7,4
15,0.15,1,1.9,2.9,44.9,13,1.4,0,60,1.6,107,123,1.4,1
14.9,0.16,1,2.8,3.8,43,19,1.5,0,63,1.5,112,83,1.9,2
15,0.17,1.1,4,5.2,40.7,4,1.3,0,65,1.6,92,91,1.1,7
15.2,0.22,1.5,9.3,10.8,36.8,17,1.3,0,64,1.6,91,107,1.9,6
15.4,0.38,2.6,16.8,19.5,30,18,1.4,0,64,1.7,112,123,1.6,5
15.8,0.4,3.6,17.4,21,28.8,23,1.6,0,64,1.9,122,123,2.5,4
16.4,0.29,3.7,15.2,19,31.5,23,2,0,65,1.9,122,128,2.5,6
19.7,0.2,2.1,4,6.1,45.6,20,3.6,0,54,1.6,123,122,3.8,4
20.2,0.21,2.7,6.1,8.8,43.6,19,2.8,0,55,1.3,114,102,3.2,8
20.4,0.23,3.3,6.9,10.2,43.4,19,2.5,0,54,1.3,112,137,3.6,8
19.9,0.24,3.1,7.6,10.8,42.3,23,2.4,0,56,1.3,122,122,2.3,10
19,0.33,3,11.2,14.3,38.6,17,2.1,0,61,1.4,97,90,2.7,10
18,0.37,2.3,11.6,13.9,37.9,17,1.9,0,66,1.5,91,75,2.1,7
17.7,0.44,2.2,14.6,16.8,35.2,21,1.2,0,69,2,72,95,1.9,12
17.6,0.35,2,11.2,13.3,38.4,17,1.2,0,70,1.9,69,27,1.3,9
17.5,0.35,1.9,12.3,14.3,35.5,15,1.1,0,72,1.8,69,92,1.6,12
17.6,0.3,1.6,9.9,11.6,37.9,19,1.7,0,73,1.8,84,86,2.1,9
18,0.26,1.5,7.6,9.1,40.8,10,2.1,0,72,1.7,98,117,2.2,4
17.9,0.24,1.1,6.2,7.3,43.1,6,1.9,0,73,1.6,95,95,2.3,3
18.1,0.22,0.9,5.2,6.1,43.1,4,2.2,0,74,1.8,111,118,2.5,2
18.3,0.2,0.6,4,4.7,43.2,5,2.3,0,74,1.5,116,119,2.5,2
18.4,0.18,0.4,3.7,4.2,43.6,2,2.4,0,74,1.5,114,118,2.8,5
18.8,0.17,0.4,2.5,2.9,45.7,1,2.8,0,73,1.4,110,102,3.4,2
18.9,0.17,0.4,1.9,2.3,46.6,0,3,0,73,1.5,109,131,4,1
18.8,0.19,0.1,2.8,2.9,44.8,2,3,0,74,1.3,124,129,3.4,1
18.6,0.27,0.8,8.2,9,37.7,3,2.1,0,76,1.4,112,113,1.8,1
18.9,0.39,2.5,12.4,14.9,33.1,4,2.3,0,76,1.5,112,81,2.5,2
20.4,0.32,2.4,8.7,11.1,39.1,9,2.8,0,71,1.6,119,115,3.7,2
21,0.27,2.3,8.2,10.6,41.3,9,2.2,0,69,1.6,90,94,2.9,4
21.4,0.26,2,6.5,8.5,43.3,8,3.1,0,68,1.6,131,141,4.6,5
22,0.25,1.8,5.1,6.9,46,12,3.6,0,65,1.5,133,130,4.2,6
22.8,0.28,1.5,3.9,5.5,46.6,16,4.1,0,62,1.3,137,138,4.1,5
23.2,0.23,1.5,4.4,6,45.3,12,3.5,0,61,1,126,111,3.7,6
23.7,0.26,2.2,5.5,7.7,44.5,13,3,0,59,1.1,126,139,3.2,6
23.4,0.3,2.3,7.4,9.7,43.2,14,2.5,0,61,1.1,121,120,3,5
22.2,0.27,1.6,6,7.7,44.7,8,3.3,0,65,1.1,131,132,3.7,5
21.4,0.28,1,5.1,6.1,45.3,12,3.1,0,67,1.1,137,124,2.9,4
21.6,0.35,1.3,7.2,8.6,42.9,15,2.4,0,67,1.2,130,135,2.2,7
21.7,0.31,1.2,6.7,7.9,43.1,12,2.6,0,67,1.1,128,120,2,8
22.1,0.32,1.5,8.7,10.2,40.5,14,2.5,0,63,1.2,127,131,3.4,9
22.6,0.24,1,4.5,5.6,44.1,19,3.8,0,61,1.1,128,130,3.8,11
22.6,0.24,0.6,4.5,5.2,42.7,22,2.7,0,63,1.2,120,119,3.3,9
22.6,0.21,0.4,3.5,3.9,42.4,10,3.4,0,64,1,133,137,3.4,9
22.3,0.23,0.7,4,4.8,38.5,12,1.8,0,65,1.5,139,191,1.4,9
21.3,0.39,1.3,14.7,16.1,27,8,0.3,0,69,1.5,29,0,0.4,7
20.8,0.46,2,19.5,21.5,18.3,8,0.5,0,72,1.8,112,87,0.9,10
20,0.47,1.6,19.4,21.1,14.8,7,0.5,0,75,2.2,145,128,0.8,9
19.5,0.47,1.6,18.4,20,13.7,11,0.5,0,78,2.6,130,141,0.6,10
19.3,0.58,1.9,15.4,17.4,17,9,1.1,0,78,2.5,160,166,1.7,9
19.8,0.54,63.3,16.5,79.8,13.6,9,1.3,0,73,3.3,154,153,1.2,7
20.7,0.54,12.5,17.8,30.3,18.2,11,1.9,0,71,2.7,160,174,2.6,5
22.5,0.46,7.2,10.8,18,24.8,12,1.8,0,66,2.6,165,182,2.2,5
24.8,0.31,4.2,7.3,11.5,33.1,10,2.4,0,61,2.2,142,138,3.9,5
26,0.22,1.9,3.1,5,38.5,7,3.7,0,59,1.9,134,144,3.4,3
26.8,0.2,1.9,2.9,4.8,39.1,6,3.9,0,57,1.8,130,132,4.1,2
28.1,0.21,1.9,3.3,5.3,38.3,6,3.1,0,52,1.7,134,136,3.2,3
29,0.2,1.8,3.3,5.2,37.1,9,3,0,49,1.6,140,135,2.4,4
29.1,0.2,2.2,4.5,6.8,39.1,7,3.1,0,49,1.7,133,135,3.4,6
27.9,0.21,2.2,4.2,6.4,40.3,15,3.7,0,53,1.6,134,140,3.8,5
26.1,0.25,2.1,5.9,8,36.8,17,3,0,60,1.6,133,129,2.8,7
24.9,0.47,3,14.8,17.8,26.1,17,1.6,0,62,1.8,146,157,1.7,6
24.1,0.68,6.2,22.3,28.5,17.8,14,1.5,0,66,2.2,159,149,1.8,9
23.6,0.67,5.8,25.6,31.5,12.5,22,1.5,0,68,2.3,143,140,1.4,9
23,0.62,5.2,25.3,30.5,11.9,16,1.3,0,71,2.5,137,130,1.2,9
22.5,0.55,4.3,20.6,25,13.5,10,1.5,0,73,2.4,146,136,1.6,10
22.3,0.7,7.5,27.8,35.3,7.6,13,1,0,75,2.5,129,188,1.2,8
22.5,0.44,1.9,16.3,18.2,17.9,11,0.2,0,75,2.2,157,339,1.2,5
22.8,0.33,1.5,11.1,12.6,23.1,8,1,0,73,1.2,133,143,1.1,6
22.7,0.35,1.6,10.6,12.2,23.3,7,0.8,0,73,1.5,154,137,1.7,4
22.5,0.29,1.4,8.7,10.1,23.2,13,0.6,0,74,1.4,139,185,0.7,4
22.3,0.25,1.4,8.4,9.9,22.4,8,0.8,0,76,1.5,129,1,0.7,4
22.3,0.19,1.4,5,6.4,27,2,1,0,77,1.4,103,118,1.3,1
21.9,0.21,1.2,5,6.2,25.6,0,1.4,0,80,1.3,109,86,1.3,1
21.8,0.29,2.2,12.3,14.5,19.7,2,1.7,0,81,1.3,74,77,1.8,1
21.9,0.51,8.8,19.8,28.7,14.2,4,1.2,0,81,1.5,74,53,1.2,2
22.9,0.56,10.3,18.1,28.4,19,10,1.3,0,78,1.7,76,77,1.5,3
24.6,0.36,7.3,13.2,20.5,24.8,9,1,0,72,1.6,91,47,1.7,5
25.1,0.24,4.2,7.5,11.7,32.1,8,1.7,0,69,1.4,63,51,2.2,2
25.3,0.24,4.4,6.9,11.3,32.4,6,1.8,0,68,1.3,53,33,2.8,1
25.3,0.22,3.1,4.1,7.2,35.4,6,1.8,0,67,1.3,32,56,2.4,0
24.8,0.23,3,5.5,8.5,32.9,6,1.7,0,68,1.3,52,74,2.7,0
24.8,0.21,3,6.2,9.2,32.7,4,1.7,0,69,1.2,67,75,2.4,0
24.1,0.28,3.6,11.3,14.9,27.8,5,1,0,72,1.2,54,66,2.1,0
23.2,0.34,3.4,14.7,18.1,24,5,1,0,76,1.3,43,40,1.6,1
22.3,0.42,3.6,19,22.6,19.2,11,0.8,0,81,1.4,48,36,1.3,4
22.1,0.51,3.6,20.3,24,16,7,0.4,0,82,1.5,32,58,0.7,5
21.7,0.43,3,18,21,16.6,5,0.8,0,83,1.6,18,31,1.2,1
21.3,0.36,2.5,17,19.5,16.7,3,0.5,0,86,1.6,58,126,0.6,0
21.3,0.39,2.9,18.1,21.1,14.3,3,0.9,0,87,1.6,127,138,1.3,1
21.2,0.31,2,12.4,14.4,16.8,7,0.6,0,87,1.4,117,54,1.3,6
20.8,0.29,2,12.5,14.5,16.4,6,0.8,0,88,1.4,120,135,0.7,4
20.8,0.29,2.2,10.3,12.5,12.8,3,0.6,0,88,1.8,184,28,0.7,1
20.8,0.26,0.4,9.4,9.8,18.4,4,0.4,0,88,1.4,117,144,1.4,2
20.5,0.25,0.8,9.1,10,12.8,6,0.8,0,89,1.4,173,164,1.4,3
20.4,0.2,0.6,5.4,6.1,15.1,5,0.5,0,89,1.4,186,165,0.9,2
20.2,0.18,0.8,4.5,5.4,12.7,4,0.5,0.4,89,1.4,267,312,1.5,3
19.7,0.24,0.8,8.2,9,15.9,5,1,0.4,90,1.4,310,309,1.4,10
19.4,0.26,0.9,12.9,13.9,8.6,3,1.5,1,91,1.4,307,302,1.5,8
19.1,0.32,5.5,16,21.5,6.1,17,1,0,91,2.8,290,265,1.1,8
19.5,0.43,10.7,16.7,27.4,6.6,12,0.8,0,89,3.1,270,298,1.4,15
19.7,0.38,9.4,16.8,26.3,7.8,25,1.3,0,88,3.3,273,267,1.2,13
20.4,0.37,12.2,14.4,26.7,11.1,25,1.4,0,85,3.4,292,285,2.1,19
21.1,0.43,11.8,15.3,27.2,13.9,27,1.1,0,82,3.1,235,212,1.6,19
21.7,0.41,7.6,15.6,23.2,21.1,34,1.5,0,79,2.7,303,311,2.2,18
21.7,0.37,3.9,13,16.9,32.1,19,1.8,0,75,2,306,317,2.4,13
21.6,0.37,3,13.5,16.5,33.6,20,1.6,0,74,2.1,319,333,2.1,14
21.3,0.39,3.1,13.6,16.7,34.2,21,1.7,0,75,1.8,316,293,1.6,10
21.3,0.42,2.2,13.9,16.1,33.5,29,1.8,0,74,1.7,336,341,2.3,12
19.8,0.4,0.7,13.6,14.4,30.6,16,1.8,0,79,1.6,307,293,1.7,7
19.6,0.5,0.6,17.7,18.4,23.9,24,1.2,0,80,1.7,291,273,1.3,12
19.6,0.66,4.5,23.8,28.4,16.4,33,1,0,81,2,177,164,0.7,13
19.7,0.41,1.9,15.2,17.1,26.1,22,0.8,0,81,2.1,82,44,2,11
19.6,0.36,1,10.6,11.7,35.1,20,0.9,0,80,2.1,65,115,1.4,10
19.4,0.37,0.7,9.2,9.9,43.5,19,0.8,0,78,2.1,39,16,1.5,14
19.1,0.4,0.7,8.1,8.8,44.5,22,0.9,0,78,2,22,40,1.5,11
18.7,0.4,0.7,7,7.7,46,34,0.8,0,78,1.7,69,95,1.6,18
18.5,0.42,1.2,7.8,9.1,41.5,30,1.1,0,77,3.4,88,115,1.6,19
18,0.42,1.1,7.4,8.5,40.5,18,1,0,77,2.3,80,72,2.4,21
17.6,0.45,0.9,5.1,6.1,41.8,26,1.1,0,77,1.5,63,82,1.7,16
17.6,0.47,0.8,4.8,5.7,39.8,23,1.3,0,75,1.5,101,79,2.1,17
17.6,0.47,1,4.2,5.3,41.3,28,1.7,0,74,1.4,98,95,2.7,10
17.4,0.48,0.8,4.9,5.7,39.5,29,1.8,0,73,1.3,88,94,2.1,20
17.5,0.51,1.2,7.3,8.5,37.3,28,1.8,0,73,1.4,94,79,3,17
18.4,0.53,2.9,10.9,13.9,35.5,30,2.5,0,70,1.3,82,78,2.6,20
19.6,0.54,3.7,9.8,13.5,38.6,35,1.9,0,66,1.5,77,70,2.9,17
19.9,0.49,3,8.1,11.1,42.4,32,2.7,0,64,1.4,73,71,3.3,16
19.3,0.49,2.7,9.5,12.2,41.6,33,2.8,0,66,1.5,75,95,2.9,19
19.4,0.49,3.1,7.8,10.9,44.2,32,2.5,0,66,1.4,83,100,3.4,15
18.9,0.46,2.3,7.3,9.7,46.9,32,2.1,0,67,1.4,79,60,2.5,13
18.3,0.47,1.7,9.6,11.3,45.7,37,1.5,0,69,1.5,69,53,2.2,16
18,0.5,1.5,10.9,12.5,45.2,36,1.4,0,70,1.5,71,95,1.8,19
17.7,0.52,1.4,11,12.4,45.6,36,1.6,0,71,1.5,95,114,1.7,23
17.4,0.55,1.2,11.4,12.7,45,37,1.4,0,73,1.5,92,89,2,24
17.1,0.52,1.4,9.5,10.9,48.6,34,1.6,0,74,1.4,93,84,1.9,24
17.1,0.48,1.2,7.9,9.2,52.1,28,1.9,0,73,1.4,84,79,2.2,21
17.3,0.5,1.1,8.1,9.3,53.9,31,1.9,0,72,1.4,88,85,2.3,21
17.1,0.51,1.2,8.6,9.8,49.8,35,1.7,0,72,1.3,113,122,2.3,22
17,0.49,1.2,7.6,8.9,48.2,35,1.7,0,73,1.4,120,110,1.5,16
17,0.45,1,7.1,8.2,47.1,32,1.9,0,73,1.3,88,84,2.3,19
16.9,0.42,0.9,5.7,6.6,47.4,41,1.9,0,74,1.4,79,66,1.4,19
17,0.41,0.4,5.3,5.7,45.8,28,1.1,0,75,1.7,83,78,1.1,23
17,0.39,0.3,4.4,4.7,45.8,30,0.8,0,75,1.6,53,20,1.2,20
17,0.39,0.4,3.8,4.2,45.5,24,0.8,0,75,1.7,107,143,1.4,15
17,0.38,0.5,4,4.5,38.1,28,0.2,0,76,1.7,221,162,0.7,18
16.9,0.59,0.6,4.6,5.3,37.3,23,1.1,0,77,1.7,177,186,1.3,18
16.5,0.53,0.9,10.7,11.7,28.4,24,1.2,0,79,1.7,151,147,1.2,19
16.8,0.69,5.1,21.3,26.4,21.1,28,0.6,0,78,2,142,232,0.5,22
18.1,0.72,7.9,21.5,29.4,25.2,31,0.6,0,72,2.2,70,53,1.4,17
20.1,0.54,4.6,13.8,18.4,38.5,21,0.6,0,62,2.2,30,65,1.5,16
21.2,0.41,2,7.9,9.9,53.8,21,0.8,0,56,2.5,25,123,1.5,10
21.4,0.55,3.4,17.6,21,50.1,33,1.4,0,57,4,340,346,2.5,17
21.8,0.55,3.2,17.9,21.2,59.1,33,0.8,0,57,3.1,329,285,1.2,22
22.3,0.52,2.3,14.6,16.9,62.6,45,2,0,60,2.4,327,344,2.2,28
21.6,0.43,1.4,9.7,11.2,55.5,26,1.6,0,61,1.9,354,47,1.3,20
21,0.46,1.5,14.2,15.8,52.4,38,1.2,0,66,1.8,59,41,1.5,22
20.5,0.47,1.6,15.1,16.8,51.9,39,1.3,0,68,2.5,41,49,1.9,25
19.5,0.58,1.3,23.2,24.6,41.9,41,1,0,73,4,38,12,1.3,25
19,0.73,1.9,28.1,30.1,34.2,37,0.5,0,76,3.5,75,121,1.1,30
18.5,0.7,1.7,26.4,28.2,30.7,39,1.1,0,77,2.6,134,140,0.9,24
18.1,0.68,1.6,26.8,28.5,26.8,36,0.7,0,78,2.6,118,47,0.7,23
17.4,0.62,1.5,24,25.6,24.7,29,0.8,0,80,2.4,133,137,0.9,19
17.1,0.57,1.6,19.7,21.3,26.8,31,1.2,0,81,2.3,175,185,1.6,24
16.8,0.45,1.1,10.9,12,28.3,27,1.3,0,82,2.2,171,167,1.6,19
16.5,0.37,0.8,5.9,6.8,29.4,21,1.1,0,82,2,153,121,0.6,21
16.3,0.38,1.1,8.2,9.4,28.6,28,0.7,0,82,2,130,141,0.9,17
16,0.32,1.2,5.4,6.6,26.3,19,1.6,0,82,1.8,186,193,2,16
15.5,0.29,1.3,3,4.3,23.4,18,1.4,0,82,1.7,184,187,1.1,17
15.2,0.29,1.1,3.4,4.6,22.7,13,1.2,0,83,1.6,187,185,0.8,16
14.9,0.38,1.1,4,5.2,21.5,19,1,0,84,1.6,160,135,1.2,12
14.8,0.38,1.4,7.1,8.5,19,23,1.1,0,84,1.5,132,127,1.3,14
15.1,0.52,5.2,13,18.3,14,24,0.9,0,84,1.6,139,152,1.1,18
16.4,0.62,9.9,12.7,22.7,17.8,22,1.1,0,79,2,166,177,1.3,13
18.1,0.44,6.5,10.3,16.8,26.7,23,1.7,0,71,1.9,162,150,2.2,15
20.5,0.39,4.1,10,14.2,39.2,22,0.3,0,65,2.1,129,77,1.5,22
